Directorio;Secuencia_p;Orden;Hogar;Regis;P6016;P6020;P6030;P6030s1;P6030s3;P6040;P6050;P6070;P6090;P6140;P6150;P6100;P6110;P6120;P6125;P6160;P6170;P6175;P6210;P6210s1;P6220;Clase;Esc;Mes;p6269;Dpto;Fex_c_2011
3920728;1;2;1;10;2;2;1;8;1970;45;2;2;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;01; ;18;878,015642730188
3920730;1;1;1;10;1;1;1;4;1973;42;1;2;1; ; ;3; ; ;2;1;2; ;3;2; ;2;2;01; ;18;694,933100042111
3920730;1;2;1;10;2;2;1;6;1971;44;2;2;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;01; ;18;694,933100042111
3920730;1;3;1;10;3;2;1;8;2000;15;3;6;1; ; ;3; ; ;2;1;1;1;4;0; ;2;5;01; ;18;694,933100042111
3920730;1;4;1;10;4;2;1;11;2003;12;3;6;1; ; ;3; ; ;2;1;1;1;3;5; ;2;5;01; ;18;694,933100042111
3920730;1;5;1;10;2;2;1;8;2009;6;3; ;1; ; ;3; ; ;2;2;1;1;2;0; ;2;0;01; ;18;694,933100042111
3920731;1;1;1;10;1;2;1;9;1990;25;1;6;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;01; ;18;1540,76363496232
3920731;1;2;1;10;2;1;1;1;2005;11;3;6;1; ; ;3; ; ;2;1;1;1;3;4; ;2;4;01; ;18;1540,76363496232
3920731;1;3;1;10;1;2;1;10;2009;6;3; ;1; ; ;3; ; ;2;2;1;1;3;0; ;2;0;01; ;18;1540,76363496232
3920732;1;1;1;10;1;1;1;1;1987;28;1;1;1; ; ;3; ; ;2;1;2; ;3;2; ;2;2;01; ;18;1999,27792793663
3920732;1;2;1;10;2;2;1;7;1974;41;2;1;1; ; ;3; ; ;2;1;2; ;4;9; ;2;9;01; ;18;1999,27792793663
3920732;1;3;1;10;2;2;1;12;2006;9;3; ;1; ; ;3; ; ;2;1;1;1;3;3; ;2;3;01; ;18;1999,27792793663
3920732;1;4;1;10;4;2;1;6;2012;3;3; ;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;01; ;18;1999,27792793663
3920733;1;1;1;10;1;1;1;5;1968;47;1;2;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;01; ;18;1438,64678533341
3920733;1;2;1;10;2;2;1;6;1970;45;2;2;1; ; ;3; ; ;2;1;2; ;3;2; ;2;2;01; ;18;1438,64678533341
3920733;1;3;1;10;2;2;1;6;2013;2;4; ;1; ; ;3; ; ;2; ; ; ; ; ; ;2; ;01; ;18;1438,64678533341
3920734;1;1;1;10;1;1;1;9;1985;30;1;2;1; ; ;3; ; ;2;1;2; ;3;4; ;2;4;01; ;18;1280,66276423535
3920735;1;1;1;10;1;2;1;12;1972;43;1;6;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;01; ;18;653,491349852635
3920735;1;2;1;10;2;1;1;6;1989;26;3;6;1; ; ;3; ; ;2;1;2; ;4;7; ;2;7;01; ;18;653,491349852635
3920735;1;3;1;10;3;2;1;4;2001;14;3;6;1; ; ;3; ; ;2;1;2; ;3;4; ;2;4;01; ;18;653,491349852635
3920735;1;4;1;10;1;1;1;6;2014;1;3; ;1; ; ;3; ; ;2; ; ; ; ; ; ;2; ;01; ;18;653,491349852635
3920736;1;1;1;10;1;1;1;5;1952;63;1;2;1; ; ;3; ; ;2;1;2; ;3;1; ;2;1;01; ;18;1012,77701982964
3920736;1;2;1;10;2;2;1;5;1953;62;2;2;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;01; ;18;1012,77701982964
3920736;1;3;1;10;3;1;1;7;2010;5;4; ;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;01; ;18;1012,77701982964
3920737;1;1;1;10;1;2;1;4;1956;59;1;5;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;01; ;18;1594,60776509941
3920737;1;2;1;10;2;1;1;4;1993;22;4;6;1; ; ;3; ; ;2;1;2; ;4;8; ;2;8;01; ;18;1594,60776509941
3920737;1;3;1;10;3;1;1;10;1995;20;4;6;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;01; ;18;1594,60776509941
3920738;1;1;1;10;1;2;1;12;1983;32;1;6;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;01; ;18;811,515145856445
3920738;1;2;1;10;1;1;1;7;2006;9;3; ;1; ; ;3; ; ;1;1;1;1;3;3; ;2;3;01; ;18;811,515145856445
3920739;1;1;1;10;1;2;1;1;1992;24;1;6;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;01; ;18;1255,60401755108
3920739;1;2;1;10;1;2;1;6;2012;3;3; ;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;01; ;18;1255,60401755108
3920741;1;1;1;10;1;1;1;11;1996;19;1;1;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3;01; ;18;2133,65943518702
3920741;1;2;1;10;2;2;1;3;1994;21;2;1;2;2; ; ; ; ;2;1;2; ;3;2; ;2;2;01; ;18;2133,65943518702
3920741;1;3;1;10;2;2;1;1;2009;7;3; ;2;2; ; ; ; ;2;2;1;1;3;0; ;2;0;01; ;18;2133,65943518702
3920741;1;4;1;10;2;2;1;10;2012;3;3; ;2;2; ; ; ; ;2;2;1;1;2;0; ;2;0;01; ;18;2133,65943518702
3920741;1;5;1;10;2;1;1;3;2013;2;3; ;2;2; ; ; ; ;2; ; ; ; ; ; ;2; ;01; ;18;2133,65943518702
3920742;1;1;1;10;1;1;1;1;1949;67;1;3;1; ; ;3; ; ;2;1;2; ;3;2; ;2;2;01; ;18;566,919093591988
3920742;1;2;1;10;2;2;1;3;1961;54;2;3;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;01; ;18;566,919093591988
3920743;1;1;1;10;1;1;1;2;1984;31;1;3;1; ; ;3; ; ;2;1;2; ;3;4; ;2;4;01; ;18;1438,64678533341
3920743;1;2;1;10;2;2;1;3;1986;29;2;3;1; ; ;3; ; ;2;1;2; ;4;7; ;2;7;01; ;18;1438,64678533341
3920743;1;3;1;10;2;2;1;3;2011;4;3; ;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;01; ;18;1438,64678533341
3920744;1;1;1;10;1;1;1;12;1969;46;1;2;1; ; ;3; ; ;2;1;2; ;3;4; ;2;4;01; ;18;878,015642730188
3920744;1;2;1;10;2;2;1;9;1981;34;2;2;1; ; ;3; ; ;2;1;2; ;4;9; ;2;9;01; ;18;878,015642730188
3920745;1;1;1;10;1;1;1;5;1978;37;1;3;1; ; ;1;5; ;2;1;2; ;5;11;2;2;11;01; ;18;533,414858796756
3920745;1;2;1;10;2;2;1;4;1978;37;2;3;1; ; ;1;1;52000;2;1;2; ;5;11;2;2;11;01; ;18;533,414858796756
3920745;1;3;1;10;3;2;1;6;2002;13;3;6;1; ; ;1;5; ;2;1;1;1;4;7; ;2;7;01; ;18;533,414858796756
3920746;1;1;1;10;1;1;1;1;1974;42;1;3;1; ; ;3; ; ;2;1;2; ;3;4; ;2;4;01; ;18;653,491349852635
3920746;1;2;1;10;2;2;1;6;1974;41;2;3;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3;01; ;18;653,491349852635
3920746;1;3;1;10;3;2;1;5;2001;14;3;6;1; ; ;3; ; ;2;1;1;1;4;6; ;2;6;01; ;18;653,491349852635
3920746;1;4;1;10;2;1;1;7;2008;7;3; ;1; ; ;3; ; ;2;1;1;1;3;3; ;2;3;01; ;18;653,491349852635
3920748;1;1;1;10;1;1;1;3;1974;41;1;4;1; ; ;1;5; ;2;1;2; ;4;6; ;2;6;01; ;18;1280,66276423535
3920749;1;1;1;10;1;1;1;2;1950;65;1;5;1; ; ;3; ; ;2;1;2; ;3;2; ;2;2;01; ;18;969,566215097152
3920750;1;1;1;10;1;1;1;2;1945;70;1;5;1; ; ;3; ; ;2;1;2; ;3;2; ;2;2;01; ;18;969,566215097152
3920752;1;1;1;10;1;1;1;1;1996;20;1;2;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;01; ;18;980,132492359104
3920752;1;2;1;10;2;2;1;10;1985;30;2;2;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;01; ;18;980,132492359104
3920753;1;1;1;10;1;1;1;2;1984;31;1;2;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;01; ;18;2133,65943518702
3920753;1;2;1;10;2;2;1;3;1988;27;2;2;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;01; ;18;2133,65943518702
3920753;1;3;1;10;3;2;1;3;2006;9;3; ;1; ; ;3; ; ;2;1;1;1;3;3; ;2;3;01; ;18;2133,65943518702
3920753;1;4;1;10;2;1;1;9;2008;7;3; ;1; ; ;3; ; ;2;1;1;1;3;2; ;2;2;01; ;18;2133,65943518702
3920753;1;5;1;10;2;2;1;9;2015;0;3; ;1; ; ;3; ; ;2; ; ; ; ; ; ;2; ;01; ;18;2133,65943518702
3920754;1;1;1;10;1;1;1;3;1988;27;1;2;2;2; ; ; ; ;2;1;2; ;3;3; ;2;3;01; ;18;1469,43706419292
3920754;1;2;1;10;2;2;1;2;1992;23;2;2;1; ; ;3; ; ;2;1;2; ;4;7; ;2;7;01; ;18;1469,43706419292
3920754;1;3;1;10;2;2;1;9;2006;9;3; ;1; ; ;3; ; ;2;1;1;1;3;2; ;2;2;01; ;18;1469,43706419292
3920755;1;1;1;10;1;1;1;5;1966;49;1;6;1; ; ;3; ; ;2;1;2; ;3;2; ;2;2;01; ;18;1280,66276423535
3921111;1;1;1;10;1;1;1;9;1950;65;1;3;1; ; ;3; ; ;2;1;2; ;3;2; ;2;2;01; ;52;1746,91844624064
3921111;1;2;1;10;2;2;1;3;1953;62;2;3;1; ; ;3; ; ;2;2;2; ;3;1; ;2;1;01; ;52;1746,91844624064
3921111;1;3;1;10;3;2;1;8;1975;40;3;2;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3;01; ;52;1746,91844624064
3921111;1;4;1;10;4;1;1;11;1979;36;5;2;1; ; ;3; ; ;2;1;2; ;4;9; ;2;9;01; ;52;1746,91844624064
3921111;1;5;1;10;4;2;1;12;1999;16;4;6;1; ; ;3; ; ;2;1;1;2;4;6; ;2;6;01; ;52;1746,91844624064
3921112;1;1;1;10;1;1;1;11;1972;43;1;3;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3;01; ;52;2262,30263365372
3921112;1;2;1;10;2;2;1;1;1982;34;2;3;1; ; ;3; ; ;2;1;2; ;3;2; ;2;2;01; ;52;2262,30263365372
3921112;1;3;1;10;2;2;1;8;2000;15;3;6;1; ; ;3; ; ;2;1;1;1;4;9; ;2;9;01; ;52;2262,30263365372
3921112;1;4;1;10;2;1;1;1;2010;6;3; ;1; ; ;3; ; ;2;2;1;1;3;0; ;2;0;01; ;52;2262,30263365372
3921113;1;1;1;10;1;2;1;11;1953;62;1;3;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;01; ;52;1482,34658293488
3921113;1;2;1;10;2;1;1;3;1997;18;3;6;1; ; ;3; ; ;2;1;1;1;4;9; ;2;9;01; ;52;1482,34658293488
3921113;1;3;1;10;3;2;1;2;1931;84;5;4;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;01; ;52;1482,34658293488
3921114;1;1;1;10;1;1;1;8;1970;45;1;4;1; ; ;3; ; ;2;1;2; ;3;2; ;2;2;01; ;52;2599,37870355413
3921114;1;2;1;10;2;2;1;7;1990;25;3;6;1; ; ;1;3;98;2;1;2; ;5;11;2;2;11;01; ;52;2599,37870355413
3921114;1;3;1;10;2;1;1;5;2012;3;4; ;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;01; ;52;2599,37870355413
3921115;1;1;1;10;1;2;1;4;1948;67;1;4;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;01; ;52;1213,29078578746
3921115;1;2;1;10;2;2;1;4;1976;39;3;6;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;01; ;52;1213,29078578746
3921115;1;3;1;10;3;1;1;6;1989;26;3;6;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;01; ;52;1213,29078578746
3921115;1;4;1;10;4;2;1;3;1986;29;3;6;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;01; ;52;1213,29078578746
3921115;1;5;1;10;4;2;1;6;2006;9;4; ;1; ; ;3; ; ;2;1;1;1;3;4; ;2;4;01; ;52;1213,29078578746
3921115;1;6;1;10;6;1;1;12;1993;22;4;6;1; ; ;1;3;98;2;1;2; ;5;11;2;2;11;01; ;52;1213,29078578746
3921116;1;1;1;10;1;1;1;6;1937;78;1;3;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;01; ;52;1213,29078578746
3921116;1;2;1;10;2;2;1;11;1942;73;2;3;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;01; ;52;1213,29078578746
3921116;1;3;1;10;3;2;1;3;1971;44;3;6;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;01; ;52;1213,29078578746
3921116;1;4;1;10;3;2;1;2;2003;12;4;6;1; ; ;1;5; ;2;1;1;1;4;6; ;2;6;01; ;52;1213,29078578746
3921117;1;1;1;10;1;1;1;3;1972;43;1;3;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;01; ;52;2817,42095549133
3921117;1;2;1;10;2;2;1;12;1983;32;2;3;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;01; ;52;2817,42095549133
3921117;1;3;1;10;2;1;1;1;2004;12;3;6;1; ; ;3; ; ;2;1;1;1;4;0; ;2;5;01; ;52;2817,42095549133
3921117;1;4;1;10;2;1;1;12;2005;10;3;6;1; ; ;3; ; ;2;1;1;1;3;3; ;2;3;01; ;52;2817,42095549133
3921120;1;1;1;10;1;1;1;8;1952;63;1;3;1; ; ;3; ; ;2;1;2; ;3;2; ;2;2;01; ;52;1213,29078578746
3921120;1;2;1;10;2;2;1;12;1953;62;2;3;1; ; ;3; ; ;1;2;2; ;3;1; ;2;1;01; ;52;1213,29078578746
3921120;1;3;1;10;2;2;1;9;1988;27;3;4;1; ; ;3; ; ;1;1;2; ;3;2; ;2;2;01; ;52;1213,29078578746
3921120;1;4;1;10;2;1;1;7;2001;14;4;6;2;2; ; ; ; ;1;1;2; ;3;4; ;2;4;01; ;52;1213,29078578746
3921120;1;5;1;10;2;2;1;9;2004;11;4;6;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;01; ;52;1213,29078578746
3921122;1;1;1;10;1;2;1;9;1952;63;1;5;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;01; ;52;3124,00703007951
3921122;1;2;1;10;2;1;1;1;1977;39;3;6;1; ; ;3; ; ;2;1;2; ;3;4; ;2;4;01; ;52;3124,00703007951
3921123;1;1;1;10;1;1;1;4;1982;33;1;2;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;01; ;52;3030,70800305761
3921123;1;2;1;10;2;2;1;1;1987;29;2;2;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;01; ;52;3030,70800305761
3921123;1;3;1;10;2;2;1;1;2010;6;3; ;1; ; ;3; ; ;2;2;1;1;3;0; ;2;0;01; ;52;3030,70800305761
3921123;1;4;1;10;2;2;1;8;2014;1;3; ;1; ; ;3; ; ;2; ; ; ; ; ; ;2; ;01; ;52;3030,70800305761
3921124;1;1;1;10;1;1;1;1;1975;41;1;2;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;01; ;52;2262,30263365372
3921124;1;2;1;10;2;2;1;9;1983;32;2;2;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;01; ;52;2262,30263365372
3921124;1;3;1;10;3;2;1;12;1996;19;3;6;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;01; ;52;2262,30263365372
3921124;1;4;1;10;2;1;1;3;2007;8;3; ;1; ; ;3; ; ;2;1;1;1;3;3; ;2;3;01; ;52;2262,30263365372
3921125;1;1;1;10;1;1;1;8;1970;45;1;2;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;01; ;52;2873,74161430991
3921125;1;2;1;10;2;2;1;3;1980;35;2;2;1; ; ;3; ; ;2;1;2; ;4;9; ;2;9;01; ;52;2873,74161430991
3921125;1;3;1;10;2;1;1;5;2002;13;3;6;1; ; ;3; ; ;2;1;1;1;4;7; ;2;7;01; ;52;2873,74161430991
3921125;1;4;1;10;2;1;1;5;2008;7;3; ;1; ; ;3; ; ;2;1;1;1;3;2; ;2;2;01; ;52;2873,74161430991
3921126;1;1;1;10;1;1;1;2;1964;51;1;3;1; ; ;3; ; ;1;1;2; ;1;0; ;2;0;01; ;52;2536,6655444095
3921126;1;2;1;10;2;2;1;5;1971;44;2;3;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3;01; ;52;2536,6655444095
3921126;1;3;1;10;3;1;1;6;1996;19;3;6;1; ; ;3; ; ;2;1;1;1;4;9; ;2;9;01; ;52;2536,6655444095
3921126;1;4;1;10;4;2;1;6;1992;23;3;6;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;01; ;52;2536,6655444095
3921126;1;5;1;10;4;1;1;3;2015;0;4; ;1; ; ;3; ; ;2; ; ; ; ; ; ;2; ;01; ;52;2536,6655444095
3921127;1;1;1;10;1;1;1;9;1931;84;1;3;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;01; ;52;2241,88095373621
3921127;1;2;1;10;2;2;1;8;1945;70;2;3;1; ; ;3; ; ;1;2;2; ;1;0; ;2;0;01; ;52;2241,88095373621
3921131;1;1;1;10;1;1;1;4;1954;61;1;2;1; ; ;3; ; ;1;1;2; ;3;3; ;2;3;01; ;52;3242,01928735053
3921131;1;2;1;10;2;2;1;6;1963;52;2;2;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3;01; ;52;3242,01928735053
3921131;1;3;1;10;2;1;1;8;1982;33;3;6;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;01; ;52;3242,01928735053
3921131;1;4;1;10;2;1;1;4;1991;24;3;6;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;01; ;52;3242,01928735053
3921131;1;5;1;10;5;1;1;4;1996;19;3;6;1; ; ;3; ; ;2;1;2; ;4;9; ;2;9;01; ;52;3242,01928735053
3921133;1;1;1;10;1;1;1;10;1981;34;1;2;1; ; ;3; ; ;2;1;2; ;3;4; ;2;4;01; ;52;4057,59704902574
3921133;1;2;1;10;2;2;1;5;1992;23;2;2;2;1;48; ; ; ;2;1;2; ;3;4; ;2;4;01; ;52;4057,59704902574
3921133;1;3;1;10;2;1;1;7;2010;5;3; ;2;1;48; ; ; ;2;2;1;1;2;0; ;2;0;01; ;52;4057,59704902574
3921133;1;4;1;10;2;1;1;4;2012;3;3; ;2;2; ; ; ; ;2;2;2; ;1;0; ;2;0;01; ;52;4057,59704902574
3921134;1;1;1;10;1;2;1;1;1979;37;1;4;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;01; ;52;1213,29078578746
3921134;1;2;1;10;2;2;1;3;1998;17;3;6;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;01; ;52;1213,29078578746
3921134;1;3;1;10;3;2;1;8;1999;16;3;6;1; ; ;3; ; ;2;1;2; ;5;10;1;2;10;01; ;52;1213,29078578746
3921134;1;4;1;10;4;2;1;4;2003;12;3;6;1; ; ;3; ; ;2;1;1;1;4;6; ;2;6;01; ;52;1213,29078578746
3921134;1;5;1;10;1;1;1;7;2007;8;3; ;1; ; ;3; ; ;2;1;1;1;3;2; ;2;2;01; ;52;1213,29078578746
3921134;1;6;1;10;6;2;1;4;1951;64;5;4;1; ; ;3; ; ;2;1;2; ;3;2; ;2;2;01; ;52;1213,29078578746
3921135;1;1;1;10;1;1;1;12;1973;42;1;3;1; ; ;3; ; ;1;1;2; ;3;5; ;2;5;01; ;52;2970,13487487126
3921135;1;2;1;10;2;2;1;1;1981;35;2;3;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;01; ;52;2970,13487487126
3921135;1;3;1;10;3;1;1;10;1999;16;3;6;1; ; ;3; ; ;2;1;1;1;4;0; ;2;5;01; ;52;2970,13487487126
3921135;1;4;1;10;1;1;1;10;2001;14;3;6;1; ; ;3; ; ;2;1;1;1;4;0; ;2;5;01; ;52;2970,13487487126
3921135;1;5;1;10;1;2;1;7;2007;8;3; ;1; ; ;3; ; ;2;1;1;1;3;1; ;2;1;01; ;52;2970,13487487126
3921135;1;6;1;10;1;2;1;9;2009;6;3; ;1; ; ;3; ; ;2;1;1;1;3;1; ;2;1;01; ;52;2970,13487487126
3921135;1;7;1;10;7;2;1;10;1941;74;5;5;1; ; ;3; ; ;2;1;2; ;3;2; ;2;2;01; ;52;2970,13487487126
3921137;1;1;1;10;2;1;1;1;1946;70;1;3;1; ; ;3; ; ;1;1;2; ;3;3; ;2;3;01; ;52;3548,60536193871
3921137;1;2;1;10;2;2;1;6;1952;63;2;3;1; ; ;3; ; ;2;2;2; ;3;1; ;2;1;01; ;52;3548,60536193871
3921137;1;3;1;10;3;1;1;9;1974;41;3;6;1; ; ;3; ; ;1;1;2; ;3;3; ;2;3;01; ;52;3548,60536193871
3921138;1;1;1;10;2;1;1;10;1967;48;1;2;1; ; ;3; ; ;2;1;2; ;3;2; ;2;2;01; ;52;2817,42095549133
3921138;1;2;1;10;2;2;1;5;1978;37;2;2;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3;01; ;52;2817,42095549133
3921138;1;3;1;10;2;1;1;10;1999;16;3;6;1; ; ;3; ; ;2;1;2; ;4;7; ;2;7;01; ;52;2817,42095549133
3921138;1;4;1;10;2;1;1;1;2005;11;3;6;1; ; ;3; ; ;2;1;1;1;3;4; ;2;4;01; ;52;2817,42095549133
3921139;1;1;1;10;1;1;1;3;1970;45;1;3;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;01; ;52;1868,90590493474
3921139;1;2;1;10;2;2;1;1;1974;42;2;3;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;01; ;52;1868,90590493474
3921139;1;3;1;10;3;2;1;9;1995;20;3;6;1; ; ;3; ; ;2;1;1;1;6;2;2;2;13;01;2;52;1868,90590493474
3921139;1;4;1;10;4;2;1;10;1996;19;3;6;1; ; ;3; ; ;2;1;1;1;6;0;2;2;11;01;2;52;1868,90590493474
3921139;1;5;1;10;2;1;1;6;2002;13;3;6;1; ; ;3; ; ;2;1;1;1;4;8; ;2;8;01; ;52;1868,90590493474
3921140;1;1;1;10;1;1;1;1;1950;66;1;3;1; ; ;3; ; ;1;2;2; ;3;1; ;2;1;01; ;52;2083,99451614105
3921140;1;2;1;10;2;2;1;1;1950;66;2;3;1; ; ;3; ; ;2;1;2; ;3;1; ;2;1;01; ;52;2083,99451614105
3921140;1;3;1;10;3;1;1;12;1968;47;3;4;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;01; ;52;2083,99451614105
3921140;1;4;1;10;4;2;1;9;1981;34;3;4;1; ; ;3; ; ;1;2;2; ;1;0; ;2;0;01; ;52;2083,99451614105
3921141;1;1;1;10;1;1;1;12;1952;63;1;3;1; ; ;3; ; ;2;2;2; ;3;1; ;2;1;01; ;52;2876,59325309617
3921141;1;2;1;10;2;2;1;7;1960;55;2;3;1; ; ;3; ; ;2;1;2; ;3;2; ;2;2;01; ;52;2876,59325309617
3921141;1;3;1;10;3;1;1;6;1990;25;3;6;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;01; ;52;2876,59325309617
3921141;1;4;1;10;4;1;1;11;1995;20;3;6;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;01; ;52;2876,59325309617
3921141;1;5;1;10;2;2;1;7;2001;14;3;6;1; ; ;3; ; ;2;1;1;1;4;8; ;2;8;01; ;52;2876,59325309617
3921141;1;6;1;10;2;2;1;5;1930;85;5;5;1; ; ;3; ; ;1;1;2; ;3;4; ;2;4;01; ;52;2876,59325309617
3921142;1;1;1;10;1;1;1;10;1989;26;1;2;1; ; ;3; ; ;1;1;2; ;3;5; ;2;5;01; ;52;2924,06447927447
3921142;1;2;1;10;2;2;1;1;1991;25;2;2;1; ; ;3; ; ;1;1;2; ;5;11;2;2;11;01; ;52;2924,06447927447
3921142;1;3;1;10;2;2;1;12;2014;1;3; ;1; ; ;3; ; ;2; ; ; ; ; ; ;2; ;01; ;52;2924,06447927447
3921142;1;4;1;10;2;1;1;7;2002;13;5;6;1; ; ;3; ; ;2;1;1;1;4;7; ;2;7;01; ;52;2924,06447927447
3921144;1;1;1;10;1;1;1;4;1974;41;1;2;1; ; ;3; ; ;1;1;2; ;3;5; ;2;5;01; ;52;2599,37870355413
3921144;1;2;1;10;2;2;1;2;1983;32;2;2;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3;01; ;52;2599,37870355413
3921144;1;3;1;10;2;1;1;3;2007;8;3; ;1; ; ;3; ; ;2;1;1;1;3;2; ;2;2;01; ;52;2599,37870355413
3921169;1;1;1;10;1;1;1;4;1960;55;1;3;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3;01; ;52;2472,69386909918
3921169;1;2;1;10;2;2;1;7;1962;53;2;3;1; ; ;3; ; ;1;1;2; ;3;2; ;2;2;01; ;52;2472,69386909918
3921169;1;3;1;10;2;1;1;1;1985;31;3;6;1; ; ;3; ; ;1;1;2; ;4;7; ;2;7;01; ;52;2472,69386909918
3921169;1;4;1;10;4;1;1;10;1987;28;3;6;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;01; ;52;2472,69386909918
3921169;1;5;1;10;2;2;1;1;1990;26;3;6;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;01; ;52;2472,69386909918
3921169;1;6;1;10;6;2;1;3;1993;22;3;6;1; ; ;3; ; ;2;1;2; ;6;2;3;2;13;01; ;52;2472,69386909918
3921169;1;7;1;10;2;1;1;12;1999;16;3;6;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;01; ;52;2472,69386909918
3921170;1;1;1;10;2;1;1;3;1965;50;1;3;1; ; ;1;1;25400;2;1;2; ;4;7; ;2;7;01; ;52;4398,50827444961
3921170;1;2;1;10;2;2;1;8;1968;47;2;3;1; ; ;1;5; ;2;1;2; ;3;3; ;2;3;01; ;52;4398,50827444961
3921170;1;3;1;10;2;1;1;5;1988;27;3;6;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;01; ;52;4398,50827444961
3921170;1;4;1;10;4;1;1;4;1993;22;3;6;1; ; ;1;5; ;2;1;2; ;5;11;2;2;11;01; ;52;4398,50827444961
3921170;1;5;1;10;5;1;1;4;1995;20;3;6;1; ; ;1;5; ;2;1;2; ;5;11;2;2;11;01; ;52;4398,50827444961
3921170;1;6;1;10;6;1;1;4;1998;17;3;6;1; ; ;1;5; ;2;1;1;1;5;10;1;2;10;01; ;52;4398,50827444961
3921171;1;1;1;10;1;1;1;9;1967;48;1;3;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;01; ;52;2817,42095549133
3921171;1;2;1;10;2;2;1;4;1976;39;2;3;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;01; ;52;2817,42095549133
3921171;1;3;1;10;3;1;1;3;1993;22;3;6;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;01; ;52;2817,42095549133
3921171;1;4;1;10;4;1;1;3;1995;20;3;6;1; ; ;3; ; ;1;1;2; ;3;5; ;2;5;01; ;52;2817,42095549133
3921172;1;1;1;10;1;1;1;1;1968;48;1;3;1; ; ;3; ; ;2;1;2; ;4;7; ;2;7;01; ;52;2268,69513397977
3921172;1;2;1;10;2;2;1;1;1963;53;2;3;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;01; ;52;2268,69513397977
3921173;1;1;1;10;1;1;1;5;1990;25;1;2;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;01; ;52;2980,38513809305
