directorio;secuencia_p;orden;Oficio;Rama2d_r4;Rama4d_r4;P6430;P6800;P6850;P6830;P6500;P6750;P6760;Oci;Mes;Area;clase;DPTO;Fex_c_2011
12999;1;1;07;86;8621;1;48;48; ;2500000; ; ;1;04;17;1;17;218,539308195046
12999;1;4;54;97;9700;3;48;48; ;450000; ; ;1;04;17;1;17;218,539308195046
13002;1;1;55;42;4290;1;24;0;5;470000; ; ;1;04;52;1;52;217,193657356416
13002;1;3;03;95;9512;4;54;0;5; ;500000;1;1;04;52;1;52;217,193657356416
13003;1;1;77;10;1081;1;56;42;6;877000; ; ;1;04;11;1;11;2578,04195611218
13003;1;2;53;10;1081;1;48;0;6;800000; ; ;1;04;11;1;11;2578,04195611218
13005;1;1;85;61;6110;1;40;40; ;2500000; ; ;1;04;11;1;11;1998,26056678309
13005;1;2;45;47;4774;1;40;0;6;877000; ; ;1;04;11;1;11;1998,26056678309
13006;1;1;21;60;6010;1;48;60; ; ; ; ;1;04;52;1;52;181,34138334983
13008;1;1;39;46;4659;1;48;0;5;2900000; ; ;1;04;11;1;11;4107,33294847264
13010;1;1;13;85;8530;2;40;0;3;3500000; ; ;1;04;63;1;63;84,8175705269601
13011;1;1;97;53;5320;4;52;1;6; ;1200000;1;1;04;50;1;50;190,029751954107
13011;1;2;57;96;9602;4;48;0;6; ;700000;1;1;04;50;1;50;190,029751954107
13013;1;1;19;46;4665;1;48;48; ;1100000; ; ;1;04;05;1;05;1360,68633993496
13016;1;2;39;68;6820;4;24;20;6; ;200000;2;1;04;47;1;47;140,890619643467
13017;1;1;42;01;0113;5;45;24;7; ;1000000;1;1;04;63;1;63;201,087599344313
13018;1;1;45;47;4721;6;8;0;6; ; ; ;1;04;47;1;47;194,658185631277
13018;1;2;41;47;4721;4;48;0;6; ;0;1;1;04;47;1;47;194,658185631277
13020;1;1;98;49;4921;1;60;0;7;1200000; ; ;1;04;47;1;47;281,322653202124
13025;1;1;38;61;6190;4;30;20;6; ;80000;1;1;04;73;1;73;283,433977794932
13026;1;1;02;10;1020;1;48;0;6;1755600; ; ;1;04;11;1;11;3529,04629117587
13026;1;3;39;70;7020;1;48;48; ;877803; ; ;1;04;11;1;11;3529,04629117587
13029;1;2;55;81;8121;4;48;0;5; ;630000;1;1;04;73;1;73;177,769009029647
13036;1;2;45;47;4792;4;55;0;6; ;600000;1;1;04;05;1;05;1121,39987975519
13039;1;1;21;88;8890;4;48;30;6; ; ;1;1;04;23;1;23;234,991112217867
13039;1;2;45;47;4773;1;48;48; ;877803; ; ;1;04;23;1;23;234,991112217867
13045;1;1;62;01;0144;8;48;0;6;550000; ; ;1;04;05;1;05;1780,0056367371
13045;1;2;79;95;9529;4;40;0;6; ;100000;1;1;04;05;1;05;1780,0056367371
13052;1;1;95;41;4111;4;48;0;7; ;800000;1;1;04;23;1;23;267,619115031433
13053;1;1;19;84;8424;2;48;48; ;1800000; ; ;1;04;18;1;18;89,4008776519106
13053;1;2;18;85;8552;4;25;0;7; ;750000;1;1;04;18;1;18;89,4008776519106
13056;1;1;45;47;4781;4;60;40;6; ;300000;1;1;04;08;1;08;297,652109180311
13056;1;3;45;47;4781;4;48;40;6; ;350000;1;1;04;08;1;08;297,652109180311
13056;1;6;45;47;4781;4;40;40; ; ;200000;1;1;04;08;1;08;297,652109180311
13059;1;1;41;47;4721;4;40;0;6; ;500000;1;1;04;19;1;19;75,6041563431581
13059;1;4;41;47;4721;4;40;0;6; ;400000;1;1;04;19;1;19;75,6041563431581
13060;1;3;81;31;3110;4;60;0;7; ; ;1;1;04;17;1;17;127,365251013933
13060;1;4;33;70;7010;1;48;40;7;1000000; ; ;1;04;17;1;17;127,365251013933
13063;1;2;34;88;8890;1;30;30; ;400000; ; ;1;04;63;1;63;44,2493699555487
13066;1;2;41;47;4771;5;48;0;7; ;2000000;1;1;04;44;1;44;40,6761281610226
13068;1;1;58;68;6820;1;48;48; ;877803; ; ;1;04;68;1;68;333,7573802281
13068;1;2;97;47;4711;1;48;48; ;877803; ; ;1;04;68;1;68;333,7573802281
13069;1;1;33;64;6423;1;45;0;3;1400000; ; ;1;04;05;1;05;596,098438141317
13074;1;1;21;84;8412;2;40;40; ;2200000; ; ;1;04;44;1;44;87,1333536459764
13082;1;1;15;60;6010;1;55;55; ;980657; ; ;1;04;52;1;52;171,681341209978
13086;1;1;77;56;5619;4;16;16; ; ;300000;1;1;04;44;1;44;75,6799391612605
13088;1;2;19;85;8559;2;48;48; ;1800000; ; ;1;04;20;1;20;134,143385943394
13089;1;1;54;97;9700;3;48;48; ;500000; ; ;1;04;20;1;20;127,839592010257
13097;1;1;98;49;4921;4;54;0;7; ;500000;1;1;04;52;1;52;250,794353215175
13100;1;1;53;56;5611;4;66;0;7; ;450000;1;1;04;44;1;44;35,0556824077597
13101;1;1;41;47;4719;4;70;0;6; ;700000;1;1;04;11;1;11;4755,78999676211
13101;1;2;41;47;4719;4;60;0;6; ;700000;1;1;04;11;1;11;4755,78999676211
13103;1;1;59;86;8610;1;48;48; ;1150000; ; ;1;04;18;1;18;89,0641665536763
13103;1;2;59;96;9609;4;25;0;6; ;800000;1;1;04;18;1;18;89,0641665536763
13108;1;1;03;80;8010;1;48;20;6;877803; ; ;1;04;47;1;47;87,4359791300596
13108;1;2;13;85;8530;1;20;0;5;450000; ; ;1;04;47;1;47;87,4359791300596
13111;1;2;41;47;4721;4;60;2;6; ;780000;1;1;04;08;1;08;982,87546494839
13111;1;3;41;56;5619;4;35;28;6; ;650000;1;1;04;08;1;08;982,87546494839
13111;1;4;45;56;5619;1;36;12;6;390000; ; ;1;04;08;1;08;982,87546494839
13111;1;9;45;47;4711;1;112;0;6;600000; ; ;1;04;08;1;08;982,87546494839
13112;1;1;45;47;4781;4;54;0;5; ;450000;1;1;04;52;1;52;288,213241620545
13112;1;4;45;47;4781;4;36;0;5; ;400000;1;1;04;52;1;52;288,213241620545
13112;1;5;45;47;4781;4;80;0;5; ;600000;1;1;04;52;1;52;288,213241620545
13113;1;1;45;47;4782;4;60;0;5; ;450000;1;1;04;54;1;54;190,387692312622
13113;1;2;57;96;9602;4;30;0;5; ;120000;1;1;04;54;1;54;190,387692312622
13114;1;2;79;13;1392;1;48;0;6;780000; ; ;1;04;08;1;08;758,517458226571
13116;1;1;84;84;8424;2;40;40; ;2200000; ; ;1;04;18;1;18;83,3389584279312
13117;1;1;80;95;9523;4;40;0;6; ;200000;1;1;04;19;1;19;24,4902478904492
13119;1;1;95;41;4111;4;50;0;5; ;500000;1;1;04;68;1;68;809,751554927706
13119;1;2;41;47;4759;4;84;56;6; ;300000;1;1;04;68;1;68;809,751554927706
13119;1;7;77;56;5612;4;40;0;5; ;100000;1;1;04;68;1;68;809,751554927706
13121;1;4;97;52;5224;4;30;30; ; ;400000;1;1;04;63;1;63;84,812475536509
13122;1;2;59;96;9609;4;50;0;6; ;900000;1;1;04;47;1;47;69,3615358244761
13123;1;1;41;47;4711;4;60;20;6; ;600000;1;1;04;05;1;05;1127,41994290211
13126;1;2;54;55;5511;1;36;0;5;400000; ; ;1;04;13;1;13;429,114162719856
13129;1;1;13;85;8530;1;40;40; ;1800000; ; ;1;04;11;1;11;6116,49834034339
13129;1;2;13;85;8530;1;40;40; ;1700000; ; ;1;04;11;1;11;6116,49834034339
13130;1;2;95;41;4111;1;48;0;5;1100000; ; ;1;04;08;1;08;227,535922423453
13131;1;1;41;45;4541;4;30;0;7; ;600000;1;1;04;54;1;54;278,080947110616
13131;1;6;39;85;8544;4;40;0;5; ;1500000;1;1;04;54;1;54;278,080947110616
13131;1;8;33;42;4210;1;48;0;6;1200000; ; ;1;04;54;1;54;278,080947110616
13133;1;1;79;14;1410;4;40;0;6; ;800000;1;1;04;19;1;19;378,392383685512
13133;1;2;79;14;1410;4;30;0;6; ;400000;1;1;04;19;1;19;378,392383685512
13137;1;1;58;55;5511;1;48;48; ;900000; ; ;1;04;47;1;47;78,5736148011643
13138;1;1;58;93;9329;1;48;0;6;877803; ; ;1;04;05;1;05;1846,47632617367
13140;1;1;41;47;4774;4;48;0;5; ; ;1;1;04;13;1;13;938,80606523795
13140;1;2;41;47;4721;4;48;0;5; ;500000;1;1;04;13;1;13;938,80606523795
13140;1;3;58;84;8423;2;48;48; ;1600000; ; ;1;04;13;1;13;938,80606523795
13140;1;6;41;47;4759;4;40;0;5; ; ;1;1;04;13;1;13;938,80606523795
13141;1;1;41;47;4721;4;56;35;6; ;500000;1;1;04;23;1;23;171,727596262402
13141;1;2;45;47;4721;6;14;14; ; ; ; ;1;04;23;1;23;171,727596262402
13141;1;3;45;47;4721;6;35;35; ; ; ; ;1;04;23;1;23;171,727596262402
13141;1;6;45;47;4721;6;21;21; ; ; ; ;1;04;23;1;23;171,727596262402
13142;2;1;32;47;4759;1;48;0;1;1011200; ; ;1;04;66;1;66;298,759102159539
13147;1;1;01;47;4752;4;70;30;7; ;400000;1;1;04;44;1;44;52,5268129756746
13147;1;2;41;47;4752;4;70;35;7; ;400000;1;1;04;44;1;44;52,5268129756746
13147;1;3;41;47;4752;4;60;60; ; ;450000;1;1;04;44;1;44;52,5268129756746
13150;1;1;45;47;4723;1;24;4;6;520000; ; ;1;04;08;1;08;940,285464460151
13150;1;2;57;96;9602;4;10;0;6; ;100000;1;1;04;08;1;08;940,285464460151
13152;1;1;77;10;1081;4;35;0;6; ;400000;1;1;04;47;1;47;69,3615358244761
13153;1;2;56;96;9601;4;20;0;6; ;320000;1;1;04;08;1;08;396,935728565029
13155;1;2;21;68;6820;5;40;40; ; ; ;1;1;04;44;1;44;55,7888444622149
13159;1;1;55;55;5530;1;48;0;6;550000; ; ;1;04;47;1;47;178,366940520303
13159;1;3;59;96;9609;4;48;0;6; ;500000;1;1;04;47;1;47;178,366940520303
13160;1;1;03;62;6201;4;48;20;6; ;1000000;1;1;04;47;1;47;184,375448368213
13163;1;1;98;97;9700;3;40;20;6; ; ; ;1;04;44;1;44;50,5642289433286
13164;1;3;12;69;6910;4;48;0;6; ;800000;1;1;04;08;1;08;735,604200176823
13166;1;2;55;81;8121;4;24;0;7; ;80000;1;1;04;52;1;52;272,456242585634
13166;1;3;87;25;2511;4;25;0;7; ;400000;1;1;04;52;1;52;272,456242585634
13167;1;1;95;41;4111;1;48;0;5;200000; ; ;1;04;52;1;52;228,070065876696
13169;1;1;97;27;2790;1;48;0;1;1300000; ; ;1;04;05;1;05;1210,99132163962
13170;1;1;81;31;3110;4;60;0;6; ;800000;1;1;04;47;1;47;307,534296454726
13174;1;1;37;53;5320;1;48;0;3;877803; ; ;1;04;23;1;23;211,010451386556
13174;1;2;57;96;9602;4;30;0;6; ;150000;1;1;04;23;1;23;211,010451386556
13179;1;1;84;45;4542;4;60;0;6; ;700000;1;1;04;50;1;50;495,643191295093
13179;1;2;45;47;4792;4;30;0;6; ; ;1;1;04;50;1;50;495,643191295093
13180;1;1;54;81;8121;4;30;0;7; ;400000;1;1;04;05;1;05;2322,78597297967
13180;1;2;53;56;5619;1;8;0;6;130000; ; ;1;04;05;1;05;2322,78597297967
13180;1;4;84;45;4542;1;20;0;6;250000; ; ;1;04;05;1;05;2322,78597297967
13181;1;1;77;10;1081;1;84;12;7;120000; ; ;1;04;13;1;13;734,880198194292
13182;1;1;62;68;6820;1;48;35;7;877803; ; ;1;04;68;1;68;955,705689485376
13184;1;1;98;49;4923;4;48;0;6; ;800000;1;1;04;05;1;05;1228,57333024963
13186;1;1;45;47;4752;1;48;0;5;877803; ; ;1;04;54;1;54;633,378704636391
13189;1;1;21;53;5320;1;48;20;6;40000000; ; ;1;04;05;1;05;643,554494962956
13189;1;2;44;65;6511;4;20;10;6; ;1800000;1;1;04;05;1;05;643,554494962956
13192;1;5;19;74;7490;1;48;0;5;600000; ; ;1;04;08;1;08;1011,26243346126
13192;1;6;93;31;3110;4;48;0;5; ;800000;1;1;04;08;1;08;1011,26243346126
13193;1;1;57;96;9609;4;42;0;6; ;200000;1;1;04;17;1;17;260,936123348018
13197;1;1;11;69;6920;4;40;0;5; ; ;1;1;04;13;1;13;896,208337875036
13197;1;2;54;88;8890;1;40;0;5;877803; ; ;1;04;13;1;13;896,208337875036
13199;1;2;45;56;5619;4;40;0;7; ;400000;1;1;04;44;1;44;112,772083683488
13199;1;5;87;45;4520;4;45;10;7; ;900000;1;1;04;44;1;44;112,772083683488
13201;1;1;39;84;8422;2;48;54; ;1600000; ; ;1;04;63;1;63;270,996478614501
13202;1;1;53;56;5611;1;40;0;7;700000; ; ;1;04;17;1;17;230,148563606902
13202;1;3;41;47;4759;4;30;0;7; ; ;1;1;04;17;1;17;230,148563606902
13203;1;2;39;55;5511;1;48;0;7;877803; ; ;1;04;13;1;13;731,82703316525
13205;1;1;99;38;3811;1;48;48; ;980000; ; ;1;04;47;1;47;301,139610015075
13206;1;1;41;47;4711;4;48;5;6; ;500000;1;1;04;66;1;66;190,234936533409
13207;1;3;39;51;5111;1;40;0;5; ; ; ;1;04;27;1;27;28,6065274151437
13207;1;4;33;35;3511;2;40;40; ; ; ; ;1;04;27;1;27;28,6065274151437
13209;1;1;21;80;8020;1;48;30;6;3800000; ; ;1;04;05;1;05;1344,88392863757
13211;1;2;87;25;2592;4;40;0;7; ;50000;1;1;04;41;1;41;26,2591523848462
13214;1;5;45;47;4772;1;48;0;5;980000; ; ;1;04;70;1;70;63,9938777590958
13215;1;1;98;49;4921;4;50;0;5; ;900000;1;1;04;47;1;47;253,176144660836
13216;1;1;98;43;4322;1;48;0;3;877803; ; ;1;04;11;1;11;1834,22739213191
13218;1;1;53;55;5511;1;48;0;5;877803; ; ;1;04;47;1;47;180,931303168302
13221;1;1;58;80;8010;1;48;48; ;970000; ; ;1;04;05;1;05;1382,12138999531
13221;1;2;44;96;9603;1;48;0;1;1200000; ; ;1;04;05;1;05;1382,12138999531
13223;1;1;53;10;1081;1;48;0;5;877803; ; ;1;04;13;1;13;418,891293905791
13224;1;1;85;95;9522;4;40;4;7; ;200000;1;1;04;27;1;27;30,807029524001
13226;1;1;54;97;9700;3;48;0;6;500000; ; ;1;04;13;1;13;319,137889892889
13227;1;1;84;45;4520;4;50;0;7; ;1500000;1;1;04;41;1;41;79,4032328027165
13228;1;1;58;80;8010;1;48;0;7;987000; ; ;1;04;50;1;50;386,601689210173
13230;1;1;59;86;8610;2;45;45; ; ; ; ;1;04;27;1;27;112,023182671629
13231;1;2;13;85;8553;4;48;0;7; ;1000000;1;1;04;05;1;05;1199,62841629575
13231;1;3;57;96;9602;4;48;0;7; ;878000;1;1;04;05;1;05;1199,62841629575
13234;1;1;45;47;4781;4;60;0;6; ;200000;1;1;04;52;1;52;115,532431392285
13234;1;3;45;47;4781;4;60;0;6; ;200000;1;1;04;52;1;52;115,532431392285
13236;1;1;57;96;9602;1;40;0;5;300000; ; ;1;04;27;1;27;28,6065274151437
13239;1;1;45;47;4792;4;10;0;7; ;0;1;1;04;41;1;41;37,8645157895964
13239;1;2;93;43;4330;4;48;0;7; ;0;1;1;04;41;1;41;37,8645157895964
13239;1;4;45;47;4773;1;48;0;7;350000; ; ;1;04;41;1;41;37,8645157895964
13242;1;1;39;46;4632;1;40;0;6;900000; ; ;1;04;50;1;50;428,577749612906
13242;1;2;57;96;9602;4;28;0;6; ;500000;1;1;04;50;1;50;428,577749612906
13246;1;1;98;49;4921;4;70;0;5; ;500000;1;1;04;76;1;76;805,709149441021
13251;1;2;06;86;8622;4;10;3;6; ;500000;1;1;04;05;1;05;1048,40199763191
13251;1;3;39;68;6820;1;48;48; ;2000000; ; ;1;04;05;1;05;1048,40199763191
13252;1;1;95;41;4111;4;70;0;7; ;900000;1;1;04;41;1;41;115,635671199364
13253;1;1;98;46;4663;1;48;0;1;1200000; ; ;1;04;05;1;05;1267,4329402327
13253;1;2;32;86;8621;1;48;10;6; ; ; ;1;04;05;1;05;1267,4329402327
13255;1;1;13;85;8530;1;30;10;7;1200000; ; ;1;04;44;1;44;101,002832473133
13258;1;1;98;49;4921;4;56;0;7; ;700000;1;1;04;70;1;70;121,335817272745
13259;1;2;87;45;4520;4;48;0;6; ;600000;1;1;04;70;1;70;74,002400357848
13259;1;6;98;49;4921;4;50;0;6; ;500000;1;1;04;70;1;70;74,002400357848
13259;1;11;98;49;4921;4;50;0;6; ;500000;1;1;04;70;1;70;74,002400357848
13260;1;1;95;41;4111;4;45;0;6; ;0;1;1;04;68;1;68;164,808025639962
13262;1;1;92;18;1811;1;48;0;5;880000; ; ;1;04;08;1;08;968,673910330039
13262;1;2;55;18;1811;1;48;0;5;878000; ; ;1;04;08;1;08;968,673910330039
13263;1;1;81;31;3110;4;48;0;5; ;500000;1;1;04;54;1;54;793,245107718563
13264;1;1;54;97;9700;3;48;0;7;740000; ; ;1;04;68;1;68;374,673930950264
13270;1;1;95;41;4111;5;45;0;6; ;400000;1;1;04;52;1;52;260,22607503343
13270;1;2;95;41;4111;1;45;0;6;300000; ; ;1;04;52;1;52;260,22607503343
13270;1;3;45;47;4752;1;45;0;6;500000; ; ;1;04;52;1;52;260,22607503343
13270;1;4;95;41;4111;1;45;0;5;200000; ; ;1;04;52;1;52;260,22607503343
13271;1;1;16;74;7420;4;11;48; ; ;800000;1;1;04;19;1;19;72,8305683753838
13272;1;5;53;56;5630;1;30;0;7;400000; ; ;1;04;23;1;23;97,2523939808739
13272;1;6;45;47;4719;1;60;0;7;500000; ; ;1;04;23;1;23;97,2523939808739
13273;1;2;45;47;4781;4;40;20;7; ;200000;1;1;04;50;1;50;294,418792666473
13275;1;1;16;73;7310;4;45;5;7; ;1000000;1;1;04;44;1;44;70,5739016079949
13279;1;3;03;95;9512;4;45;0;7; ;800000;1;1;04;44;1;44;35,421488547438
13280;1;1;45;56;5619;4;48;0;6; ;1000000;1;1;04;11;1;11;1581,6189334258
13280;1;2;53;56;5619;4;48;0;6; ;300000;1;1;04;11;1;11;1581,6189334258
13281;1;1;98;49;4923;4;60;0;5; ;700000;1;1;04;05;1;05;1316,40234331479
13284;1;1;54;97;9700;3;35;10;5;500000; ; ;1;04;68;1;68;858,627799426499
13284;1;4;41;56;5619;4;3;3; ; ;8000;1;1;04;68;1;68;858,627799426499
13285;1;1;79;14;1410;1;48;0;6;877803; ; ;1;04;05;1;05;2140,1648824524
13287;1;1;77;10;1081;4;54;27;6; ;500000;1;1;04;63;1;63;60,5017619487137
13289;1;2;13;85;8530;2;35;35; ;3000000; ; ;1;04;19;1;19;122,048388714866
13291;1;1;54;97;9700;3;40;40; ;400000; ; ;1;04;27;1;27;83,2189888440545
13293;1;1;58;68;6820;1;72;72; ;1000000; ; ;1;04;76;1;76;1182,39475717018
13293;1;2;45;47;4792;4;5;2;6; ;70000;1;1;04;76;1;76;1182,39475717018
13293;1;3;97;46;4663;1;48;0;5;1050000; ; ;1;04;76;1;76;1182,39475717018
13293;1;4;55;17;1709;1;48;48; ;980000; ; ;1;04;76;1;76;1182,39475717018
13295;1;1;06;86;8610;4;36;36; ; ;2900;1;1;04;41;1;41;43,4040005270014
13295;1;2;07;86;8610;1;50;50; ;2300; ; ;1;04;41;1;41;43,4040005270014
13298;1;2;98;49;4921;4;48;0;6; ; ;1;1;04;13;1;13;857,57585102143
13301;1;1;94;32;3290;4;24;0;6; ;0;1;1;04;68;1;68;221,550289968938
13301;1;2;79;95;9529;4;25;10;6; ;500000;1;1;04;68;1;68;221,550289968938
13301;1;3;45;46;4659;1;48;0;5;877000; ; ;1;04;68;1;68;221,550289968938
13303;1;4;02;84;8414;1;48;48; ;950000; ; ;1;04;11;1;11;4647,46443217644
13304;1;1;97;11;1104;1;72;0;6; ; ; ;1;04;63;1;63;250,528350618258
13304;1;4;05;86;8691;1;48;0;6;900000; ; ;1;04;63;1;63;250,528350618258
13305;1;1;77;10;1051;1;56;56; ;900000; ; ;1;04;50;1;50;305,323383339939
13305;1;2;51;56;5611;5;70;0;6; ;1500000;1;1;04;50;1;50;305,323383339939
13306;1;1;57;96;9602;4;48;0;6; ;600000;1;1;04;15;1;15;123,05469313546
13306;1;2;57;96;9602;4;24;0;6; ;400000;1;1;04;15;1;15;123,05469313546
13307;1;1;55;81;8121;4;50;0;7; ;450000;1;1;04;76;1;76;1101,0695015866
13308;1;1;39;23;2394;1;48;0;6;2500000; ; ;1;04;13;1;13;492,858632457009
13309;1;2;58;85;8530;1;48;48; ;1050000; ; ;1;04;50;1;50;413,754316211556
13310;1;1;19;71;7110;1;48;0;1;1200000; ; ;1;04;05;1;05;1364,5393813853
13312;1;2;45;92;9200;4;48;0;5; ;500000;1;1;04;47;1;47;133,255603515533
13313;1;2;97;46;4632;1;40;0;3;850000; ; ;1;04;27;1;27;57,3491240958195
13314;1;3;45;47;4761;1;54;0;5;877803; ; ;1;04;52;1;52;264,796963709851
13314;1;4;45;47;4789;4;40;24;6; ;120000;1;1;04;52;1;52;264,796963709851
13315;1;1;33;69;6920;4;112;112; ; ;2500000;1;1;04;54;1;54;307,921615200001
13316;1;1;57;96;9602;4;40;0;5; ;600000;1;1;04;47;1;47;107,132487437985
13316;1;2;95;41;4111;4;70;0;5; ;900000;1;1;04;47;1;47;107,132487437985
13317;1;1;90;22;2229;1;48;48; ;1000000; ; ;1;04;13;1;13;692,947754884105
13318;1;1;32;85;8530;2;40;10;7;1300000; ; ;1;04;44;1;44;40,9452036479037
13319;1;1;21;93;9329;1;48;20;3; ; ; ;1;04;05;1;05;627,036682953295
13320;1;1;07;47;4774;5;60;0;6; ;3000000;1;1;04;11;1;11;2038,39745458181
13320;1;2;41;47;4774;4;60;0;6; ;1000000;1;1;04;11;1;11;2038,39745458181
13320;1;3;38;82;8220;1;40;40; ;1400000; ; ;1;04;11;1;11;2038,39745458181
13321;1;1;53;56;5619;4;40;0;7; ;230000;1;1;04;23;1;23;151,091949369701
13321;1;2;53;56;5619;6;40;0;7; ; ; ;1;04;23;1;23;151,091949369701
13322;1;1;98;49;4921;4;72;0;7; ;1200000;1;1;04;76;1;76;2279,94476920588
13325;1;1;79;14;1410;1;48;0;7;200000; ; ;1;04;05;1;05;998,013254802729
13325;1;2;93;31;3110;1;48;0;7;1000000; ; ;1;04;05;1;05;998,013254802729
13326;1;1;95;41;4111;4;48;0;6; ;1800000;1;1;04;05;1;05;1844,31124627394
13326;1;2;97;10;1089;1;48;48; ;877803; ; ;1;04;05;1;05;1844,31124627394
13326;1;4;97;47;4711;1;16;0;6;300000; ; ;1;04;05;1;05;1844,31124627394
13328;1;1;45;47;4789;4;60;0;6; ;400000;1;1;04;52;1;52;236,920651084898
13328;1;2;45;47;4789;4;60;0;6; ;400000;1;1;04;52;1;52;236,920651084898
13329;1;1;45;47;4773;1;48;48; ;900000; ; ;1;04;50;1;50;387,994440672758
13332;1;1;97;21;2100;1;48;48; ;9780000; ; ;1;04;11;1;11;4323,08170669043
13332;1;2;39;21;2100;1;48;48; ;1065000; ; ;1;04;11;1;11;4323,08170669043
13333;1;1;98;38;3811;1;48;48; ;877802; ; ;1;04;17;1;17;158,074616668708
13333;1;2;55;96;9603;1;48;42;6;877802; ; ;1;04;17;1;17;158,074616668708
13334;1;2;95;42;4210;4;48;0;5; ; ;1;1;04;13;1;13;144,236160325449
13334;1;3;98;49;4921;4;48;0;6; ;500000;1;1;04;13;1;13;144,236160325449
13334;1;4;98;49;4921;4;48;0;5; ;500000;1;1;04;13;1;13;144,236160325449
13335;1;1;39;55;5511;1;60;0;5;900000; ; ;1;04;70;1;70;97,8078861060299
13335;1;3;16;18;1811;1;48;0;5;980000; ; ;1;04;70;1;70;97,8078861060299
13337;1;1;98;11;1104;1;72;72; ;1400000; ; ;1;04;68;1;68;802,593245998517
13337;1;2;45;47;4792;4;5;5; ; ;120000;1;1;04;68;1;68;802,593245998517
13339;1;1;73;02;0220;4;24;0;6; ;300000;1;1;04;08;1;08;679,488211297534
13339;1;2;77;56;5619;4;9;3;6; ;240000;1;1;04;08;1;08;679,488211297534
13339;1;3;45;56;5619;4;12;0;6; ;200000;1;1;04;08;1;08;679,488211297534
13340;1;1;84;45;4542;4;60;0;7; ;900000;1;1;04;76;1;76;1588,60850126913
13341;1;1;95;41;4111;4;48;0;5; ; ;1;1;04;20;1;20;108,468019472359
13342;1;1;45;92;9200;4;48;0;7; ;200000;1;1;04;52;1;52;111,114607856478
13342;1;2;45;47;4792;4;24;0;7; ;0;1;1;04;52;1;52;111,114607856478
13343;1;1;58;47;4711;1;48;48; ;900000; ; ;1;04;05;1;05;3199,48177882523
13343;1;2;57;96;9602;4;30;0;6; ;800000;1;1;04;05;1;05;3199,48177882523
13346;1;1;54;97;9700;3;52;0;5;400000; ; ;1;04;70;1;70;129,998301693568
13347;1;1;13;85;8530;2;36;0;3;3000000; ; ;1;04;27;1;27;15,3249254009698
13348;1;1;55;81;8121;4;40;0;5; ;400000;1;1;04;68;1;68;219,215221441238
13348;1;3;39;46;4645;1;48;48; ;925000; ; ;1;04;68;1;68;219,215221441238
13348;1;4;95;31;3110;4;48;0;6; ;0;1;1;04;68;1;68;219,215221441238
13351;1;3;62;01;0121;8;60;0;6;700000; ; ;1;04;66;1;66;491,099832522746
13356;1;1;98;49;4921;4;50;0;7; ;800000;1;1;04;52;1;52;236,103683322536
13356;1;2;33;85;8544;1;48;0;7;1150000; ; ;1;04;52;1;52;236,103683322536
13357;1;1;54;97;9700;3;48;0;7;180000; ; ;1;04;13;1;13;746,585964564277
13358;1;1;58;80;8010;1;48;24;7;1100000; ; ;1;04;27;1;27;15,3249254009698
13359;1;1;53;56;5611;4;48;0;7; ; ;1;1;04;20;1;20;216,340728372942
13359;1;3;13;85;8521;1;48;0;5; ; ; ;1;04;20;1;20;216,340728372942
13362;1;1;99;45;4520;4;66;0;7; ;150000;1;1;04;54;1;54;655,844597802694
13367;1;2;98;49;4921;4;50;0;5; ;180000;1;1;04;23;1;23;110,023969991927
13370;1;2;41;47;4771;5;60;0;6; ;900000;1;1;04;11;1;11;1948,24653579844
13370;1;3;08;62;6201;1;45;45; ;1400000; ; ;1;04;11;1;11;1948,24653579844
13371;1;1;11;62;6201;1;48;48; ; ; ; ;1;04;05;1;05;916,584533960834
13373;1;1;71;08;0811;4;60;0;7; ;300000;1;1;04;23;1;23;150,131921679757
13373;1;4;99;45;4520;4;60;0;7; ;200000;1;1;04;23;1;23;150,131921679757
13373;1;6;98;49;4921;4;50;0;7; ;550000;1;1;04;23;1;23;150,131921679757
13373;2;1;45;92;9200;4;30;0;7; ;600000;1;1;04;23;1;23;150,131921679757
13375;1;2;99;38;3830;4;24;24; ; ;120000;1;1;04;52;1;52;199,393210331973
13378;1;2;45;47;4781;4;55;40;6; ;700000;1;1;04;13;1;13;166,840329555619
13379;1;2;98;22;2229;1;48;0;5;877802; ; ;1;04;17;1;17;427,613477255758
13381;1;1;95;41;4111;5;48;0;7; ;2000000;1;1;04;05;1;05;1387,0747673854
13381;1;4;03;20;2023;1;48;48; ;11000000; ; ;1;04;05;1;05;1387,0747673854
13381;1;5;08;82;8220;1;48;48; ;1800000; ; ;1;04;05;1;05;1387,0747673854
13389;1;1;95;42;4210;1;60;0;5;540000; ; ;1;04;52;1;52;191,994926032301
13389;1;2;13;85;8530;1;35;20;7;900000; ; ;1;04;52;1;52;191,994926032301
13390;1;1;37;46;4631;1;48;24;6;500000; ; ;1;04;73;1;73;676,654997498915
13391;1;1;45;47;4754;1;20;48; ;981000; ; ;1;04;68;1;68;794,162562535135
13392;1;4;54;97;9700;3;48;48; ;350000; ; ;1;04;27;1;27;15,3249254009698
13394;1;1;59;96;9609;4;15;0;5; ;600000;1;1;04;20;1;20;96,575580092815
13394;1;3;59;96;9609;4;28;28; ; ;600000;1;1;04;20;1;20;96,575580092815
13394;1;5;85;95;9522;4;6;0;6; ;300000;1;1;04;20;1;20;96,575580092815
